Unnamed: 0,catid,id,subcatid,value
77663,2,1881336,33,"Seeking experienced individual able to analyze system requirements and lead design and development activities.Title of Position: System Engineer Level 2 Description of Position:Senior engineer providing network engineering support for customer mission. Design, configure, test, and deploy highly available IT architecture to include file shares, virtual servers, and application services. Implement security policies and backup solutions to protect against loss of critical dataInteract with vendors and other IT personnel (to include hardware and software engineers) to develop improved solutions and troubleshoot problemsEducation and Experience Required:***ITAR Coverage Required***Fourteen (14) years system engineering experience in programs and contracts of similar scope, type and complexity within the Federal Government is required.Bachelors degree in System Engineering, Computer Science, Information Systems, Engineering Science, Engineering Management or related discipline from an accredited college or university is required. Five (5) years of additional SE experience may be substituted for a bachelors degree.Automated testing experienceRF experience802.11 backgroundHardware test experienceTraining experienceClearance Requirement:TS/SCI with Polygraph***CCAs will not be considered***ProSyncs executive team creates and expands business opportunities, recruits talented and intelligent technology professionals, and fosters a company culture that empowers ProSync professionals to shape and mold the direction of their careers and the direction of ProSync. Employees of ProSync Technology Group, LLC and applicants for employment shall be afforded equal opportunity in all aspects of employment without regard to race, color, religion, political affiliation, national origin, disability, sex, age, or marital status. Email for more specifics regarding the position."
58308,2,1799120,34,"Are you looking for an exciting career in technology, were you can use and gain tecnical skills. We have an entry level position responsible for analyzing and resolving desktop hardware and software problems utilizing available resources. In addition is required to identify, rectify and communicate effectively any issues the customer may have regardless of technical nature as it relates to customer satisfaction. This position is in the ESI Configuration Center. KNOWLEDGEWorking knowledge with respect to: Computers, Multiple Operating Systems including Drive duplication / imaging, Hardware Diagnostic UtilitiesPeripherals (including but not limited to internal and external modems, sound cards, video cards, network interface cards, SCSI adapters, storage devices, memory, etc.)OEM Warranty Procedures : all manufacturers serviced by ESIAppropriate OEM Resources (i.e. manuals, resource CDA?s, Internet, etc.) TECHNICAL SKILLSWithout Supervision, must be able to: Troubleshoot a variety of computer issuesAccurately diagnose and repair computers to working condition for our customersAccurately record repairs and close ticketsAccurately provide troubleshooting notes to show diagnostic stepsLabel and cleaning computers as neededAccurately and legibly fill out repair tickets PERFORMANCE SKILLSExcellent time management skillsBe able to change prioritiesMaintain a clean workstationBe able to prioritize multiple tasksAbility to pass a background checkClean driving record preferredOther duties as assignedMaintain a professional appearance at all timesAbility to work as team in a professional environmentPossess and maintain reliable transportationPossess and maintain valid drivers licenseAbility to lift 50 lbs.Be prompt and on time to work and scheduled appointmentsAble to maintain professional demeanor under stressPossess strong interpersonal skillsPosses strong customer service skillsPossess strong phone skillsProvide updates of service calls upon completion or incompletion of each call to the call support center MVP EMPLOYEE BEHAVIORS HEADSETCriticizes privately / compliments publicly.Exhibits appropriate degree of humility.Supports teamwork by helping others. ADAPTABILITYActively seeks better ways.Learns quickly.Supports others in their attempts to deal with change. SELF SUFFICIENCYAttempts to solve problems before seeking help.Proactively grows skills and knowledge.Displays initiative. JOB EFFECTIVENESSDevelops network of resources.Avoids procrastination.Attentive to details / highly organized.Highly developed job related skills. Management reserves the right to change this job description at any time with or without notice. Electronic Systems, Inc. is a premier supplier and service provider of comprehensive office technology. We are committed to providing remarkable innovative solutions to our customers and for our employees, extensive training and development. We are passionate about building a team of highly qualified, customer focused individuals who contribute enthusiastically to our corporate culture and our companys success. With the competitive salary and benefits offered at ESI you build more than a career, you can build a future. Check us out at ESI is an Equal Opportunity Employer and maintains a drug:free workplace. Electronic Systems is becoming tobacco: and smoke:free as of January 1, 2015."
89171,2,1940100,122,"Summary of Job: Responsible cleaning guest rooms while providing great customer service. Accountable for cleaning required number of rooms, making beds as assigned, training other housekeepers, changing linens, cleaning toilets, sinks and mirrors. Works with cleaning chemicals and housekeeping equipment. Ensures that rooms are cleaned to standard operating and quality procedures. Job Functions: Cleans the required number of rooms by shift. Makes beds, changes linens, cleans toilets, bathtubs, mirrors, floors and sinks. Ensures that rooms are cleaned to required quality standards. Smiles and is friendly when interacting with co:workers, guests and property employees. Follows all required safety and standard operating procedures. Adheres to all company and regulatory policies. Reports any wrongdoing to corporate headquarters in Miami, Florida. Works weekends and holidays. Acts as a role model to other Service Company employees. Employment and Education Requirements: High School education or GED. Prior housekeeping, cleaning or customer service experience preferred. Skills and Attributes: Must meet company and clients appearance standards. Ability to work with a variety of cleaning equipment and chemicals. Ability to perform all duties as required with or without an accommodation. Team Member Benefits Medical Insurance Dental Insurance Vision Insurance 401K Plan Short Term Disability Long Term Disability Life Insurance A?"
30632,2,1299573,27,"Job Description:

Massage Therapist Job Locations US:HI:Honolulu Job ID 23 Category Massage Therapist Overview Responsibilities As a massage therapist at Massage Envy in Aina Haina,* essential duties include performing professional quality massage within scope of practice and licensing (as applicable) and in alignment with policies and protocols, utilizing approved modalities, in accordance with applicable law in your franchised location, designing specific sessions based on members/guests individual needs, and upholding the Massage Envy brands core values of optimism, gratitude, excellence, consistency and empathy. Additional responsibilities include: * Perform professional quality massage, within scope of practice and licensing (as applicable). * Must follow all Massage Envy policies and protocols. * Assists in the cleanliness of the location (therapy rooms and common areas). * Utilizes Massage Envy approved modalities, in accordance with applicable law in your location. * If performing hot stone, deep muscle or prenatal therapy, must have appropriate training and satisfy the minimum clinic education hours. * Maintain professional appearance at all times. * Design specific sessions based on members/guests individual needs. * Assists in the promotion of the health and wellness benefits to clients receiving massage therapy on a regular basis; communicates various promotions to clients. * Creates excellent member/guest experience through friendly and helpful attitude. * Reliable, on time attendance. Attends all scheduled shifts, is prompt to work and works entire scheduled shift. * Completes Wellness Chart documentation accurately and completely. * Other duties as assigned. Qualifications Education, Skills and Training: * Minimum of 500 hours of massage therapy school and a certificate of completion. * Participates in continuing education to improve effectiveness (preferred). * Satisfactory results of background and reference check is a condition of employment in this position. * Must adhere to all applicable local and state licensing laws and regulations related to the massage therapy services provided, including following any applicable law pertaining to maintaining current Massage License. * Knowledge of and experience in performing Swedish and Deep Tissue Massage required, as well as knowledge of and experience in performing other modalities offered by Massage Envy. * Understands and believes in the healing benefits of massage therapy and bodywork. Communications and Personal Interactions * Have a strong customer service orientation. * Possess the ability to communicate effectively (orally and written) and in a courteous and professional manner on a regular basis with members, guests, co:workers and management. * Maintain client confidentiality. * Have a positive and encouraging attitude Benefits: * 401K program * Medical Benefits * Paid Vacation * Free Sessions * Advancement oppertunites Massage Envy Hawaii is the fastest growing spa on the island. Come start your career and join our team ____________________________________________________________________________________ * Massage Envy Franchising, LLC (MEF) is a national franchisor of independently owned and operated franchised locations. Each individual franchised location, not MEF or any of its affiliates, is the sole employer for all positions posted by a franchised location, and each individual franchised location is not acting as an agent for MEF or any of its affiliates. Hiring criteria, benefits and compensation are set by each individually owned and operated franchised location and may vary from location to location. Options Apply for this job online Apply Share Email this job to a friend Refer Sorry the Share function is not working properly at this moment. Please refresh the page and try again later."
16990,2,701763,27,"BAYADA Home Health Care is currently seeking an experienced Speech Language Pathologist, SLP, for a per diem opportunity performing home health visits for our Salisbury Visits office. We are looking for a SLP to cover Catawba and Alexander County. Prior home care and/or brain injury experience a plus, but not required. As a home care Speech Therapist, you will be an integral member of a multi:disciplinary health care team that provides rehabilitative care and skilled nursing to clients, affording them the opportunity to receive the medical care required to remain at home. BAYADA has a special purpose: to help people of all ages have a safe home life with comfort, independence, and dignity. We believe our clients and their families deserve the highest quality home health care delivered with compassion, excellence, and reliability : our core values. With more than 200 offices nationwide, founder Mark Baiada still maintains the same compassionate, human focus that made our first office unique in 1975. + Make home visits to clients in designated geographic territories. + Perform thorough evaluations to assess, diagnose, and provide therapeutic interventions for clients who are experiencing speech, language, communication, or swallowing difficulties. + Develop a treatment plan based on the evaluation, physicianA?s orders, and recommended goals. + Continually assess and revise the speech therapy care plan, and participate with BAYADA Clinicians in the multidisciplinary care plan, as appropriate. + Educate and instruct patients, family members, or other patient representatives, in rehabilitative care and activities necessary to promote the clients health, safety, and independent living. + Accurately document observations, interventions, and evaluations pertaining to patient care management and services provided, utilizing a state:of:the:art touch pad tablet. + A current license as a Speech Language Pathologist in North Carolina. + Possess a certificate of clinical competence in speech from the American Speech and Hearing Association, or; + Have the equivalent educational requirements, as indicated by school transcript or diploma, and work experience necessary for such a certificate, and be awaiting the opportunity to take the American Speech:Language:Hearing Association examination for certification, or; + Have completed the necessary work and education requirements, as indicated by school transcript or diploma, and be in the process of accumulating the necessary supervised work experience required for certification. + Ability to work independently and manage time effectively. + Strong interpersonal skills, organizational skills, and problem solving skills. + Solid computer skills; prior experience with electronic medical records (EMR) preferred. BAYADA believes that our employees are our greatest asset: + Enjoy being part of a team that cares and a company that believes in leading with our values. + Develop your skills with training and scholarship opportunities. + Advance your career with specially designed career tracks. + Be recognized and rewarded for your compassion, excellence, and reliability. + Benefits may include mileage reimbursement; weekly pay and direct deposit; scholarship opportunities; one:on:one training; recognition programs; referral bonuses; 401(k) with company match; and opportunities for career advancement. BAYADA believes that our clients and their families deserve home health care delivered with compassion, excellence, and reliability. Be part of a caring, professional team that is instrumental in providing the highest quality care while developing your career with an industry leader. Apply now for immediate consideration, or contact Julie Simpson, Recruiter: , . BAYADA Home Health Care, Inc. is an Equal Opportunity Employer and qualified applicants will not be discriminated against on the basis of race, color, religion, gender, national origin, disability or veteran status. ID:"
86865,2,1937794,122,"Job Description:

Reach Your Peak at Vail Resorts Now Hiring Housekeeping and Food and beverage professionals Relocation with housing to the following resorts : Heavenly and Northstar (California) : Beaver Creek and Vail (Colorado) Youre someone who pushes boundaries and challenges the status quo. Youre brave, ambitious and passionate in everything you do. And we want you on our team.Pursue your fullest potential and never settle in the quest to deliver extraordinary guest service. Join one of the worlds most innovative companies and re:imagine a mountain resort experience with us. EXPERIENCE OF A LIFETIME : At Vail Resorts, our mission is simple : to create an Experience of a Lifetime for our employees, so they can, in turn, provide exceptional experiences for our guests. Challenge the status quo, pursue your individual passion and surround yourself with people as passionate as you are about where they work. Take your mountain exploration to the next level and join a passionate group of people who thrive on extraordinary customer service. WORKING AT VAIL RESORTS : Vail Resorts is a leading global hospitality company, comprising 14 properties across the United States, Canada, and Australia. Employees at Vail Resorts work in some of the most beautiful and iconic ski resorts in the world, and provide a level of service to its guests unmatched in the industry.We offer competitive pay as well as housing and relocation for many of our roles. Apply to learn more FULL:TIME, PART:TIME? Free employee Epic Season Pass, Retail, lodging and mountain dining discounts, You work in the Ski Travel Industry, doesnt get much cooler than that WHAT YOU COULD BE DOING: Ski or Snowboard School, Lift Operations, Ticket Sales/Scanning, Host, Busser, Server, etc. at one of our Mountain Dining or Fine Dining Locations, Hospitality Roles : Front Desk/Housekeeping, Plus many more. WHAT WERE LOOKING FOR: A heart for guest service and serving others, Ability to work a flexible schedule that includes nights, holidays and weekends, Team player that will add to a fun collaborative environment, Ability to communicate to guests and co:workers in English Responsible for generating sales and delivering world:class guest service while helping each guest with their equipment rental Maintain a flexible schedule to accommodate the needs of the business. Applicant will need to complete all required certifications for this position. Training will be given while on the job. Must be able to carry out specific tasks while simultaneously providing guest service. Effectively communicate product and supply needs to management. Drive business by increasing units per transaction and average dollar per sale For questions about open positions, contact our Recruitment Team: or search req 140354 : Vail Resorts is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veteran status or any other status protected by applicable law."
88236,2,1939165,31,"Summary
The Shift Coordinator improves Guest satisfaction through financial controls, operations, direction of Team Members, and compliance within the scope of an assigned shift. The Shift Coordinator has full accountability for restaurant operations during assigned shift when management is not present. This position operates under the direct management of the General Manager and helps lead the restaurant team. This position interacts with Team Members, restaurant management, outside vendors, members of the field operations team, and Guests.

Responsibilities
Responsible for restaurant operations (labor, inventory variance, GUEST TRAC(R) responses) during assigned shifts, including opening and closing restaurant
Provides production direction to Team Members in a clear and concise way
Sets an example for Team Members by working hard to implement shift plan and ensure swift and smooth production
Delegates in a way that encourages teamwork during shift to ensure that the restaurant operations comply with
Company standards
Motivates Team Members to exceed Guest expectations with food and friendly service in clean surroundings
Works with team to act on Guest feedback and resolve complaints in a timely, friendly and professional manner
Directs, trains and motivates Team Members during shift on each of the workstations
Complies with the requirements of government regulations, BKC Market Policy, food safety, BKC Security Policy, operations, and BKC policies and procedures relating to all activities in the restaurant during the shift
Takes initiative to immediately report violations of safety, sanitation, security, and other company policies to restaurant management and perform short:term solutions
Motivates Team Members to comply with loss control procedures and to maintain a safe and secure environment for customers and other Team Members
Completes checklists and procedures for cash reporting, inventory control, and scheduling during shift
May perform essential functions and duties listed in the restaurant Team Member job description
Flexible to work evenings, weekends and holidays.
Prompt and regular attendance on assigned shifts

Minimum Qualifications:
Must be at least eighteen (18) years of age*
High school diploma or GED
Completion of all BKC certification programs
English language preferred
Willingness to travel preferred

*Age may vary depending on state.
Note that the responsibilities and qualifications listed above are for positions at restaurants owned or operated by Burger King Corporation. Job descriptions, compensation, benefits and other employment terms and conditions applicable to positions at independent franchised BURGER KING(R) Restaurants will vary and are determined solely by the Franchisee."
249,2,47322,32,"Job Description:/h3:

We are looking for a sales representative to join our growing team. As a member of our team you would be asked to perform the following duties:

Sales:

:Work face to face with customers at events and promotions
:Provide brand awareness for our Fortune 500 clients, answering questions, reviewing products, etc.
Required 
Education/Experience: 

No educational requirements, but a thorough understanding (written and verbal) of the English language is required. Bilingual is a plus as well.


We hire you for the skills on your resume, and we are looking for people with the best skills in their field. However, we also know skills can only take you so far. Since customer service is at the center of everything we do, the most important attribute you can have is a great attitude. To stay on a career path with us, you must bring a great attitude, a sense of humor, and a smile to work daily and always interact with others in a positive way.

The ideal candidate has these qualities:

:Energy and Enthusiasm
:Reliable and Accountable
:Self:Starter and Team player
:Customer Service Oriented
:Committed to Learning and Growing
:Great Follow Through
Our Expectation of all our team members is as follows:

:Interact with everyone with the highest levels of respect.
:Continually ask, What else can I do?
:Strive to be above average and expect the same from team members.
:Foster a whats best for the group mentality.
:Be a solution creator instead of a problem generator.

If you think youre one of the best and have a desire to be held to not only our standards of accountability, but also to the high standards you have already set for yourself we encourage you for this position now.

 

Candidates with experience in the following should apply: customer service, sales, marketing, management, advertising, retail, hospitality, entry level, events, promotions
Company Description:/h3:
Wolf Trail Group opened for business in 2016, providing a range of flexible and cost:effective solutions, specializing in new customer acquisitions, brand awareness campaigns and customer service. However, we dont just tailor our services to the customers, but to our clients as well.

Not only do we increase market share and exposure, but through our personal approach improving the customer experience and understanding of the service they are receiving. Unlike the competition, our adaptability and versatility means no challenge is too big and no goal is too big."
13562,2,601551,122,"Entry Level Caregiver 

 Job Description 
 Do you enjoy getting to know people and building relationships that will last? Do you have a heart for helping those in need? If so, this entry level Caregiver role could be just the fit for you
 As a Caregiver, you will provide a variety of non:medical, home care services for seniors in their homes, allowing them to be safe and stay independent. At Home Instead Senior Care, we strive to provide compassionate and reliable home services to enable seniors to remain at home. Established in 1994, we ve grown from a handful of local families to over 1,000 franchises nationally and internationally. We support those that are a part of our team, offering competitive pay and benefits as well as a variety of shifts.

 Entry Level Caregiver 

 Job Responsibilities 

Our Entry Level Caregivers provide companionship and conversation for our clients, enhancing the lives of aging adults throughout our community.

Caregiver duties include:
 Light housekeeping and preparing meals Reminding clients of medications and appointments Assisting with grooming, bathing, toileting, and incontinence issues Caring for clients with Alzheimer s Entry Level Caregiver 

 Job Requirements 
 Previous experience is not necessary* for this entry level role. As a Caregiver, you will receive training from you local Home Instead Senior Care franchise office.
 Requirements for Caregiver:
 Possess a valid driver s license and valid auto insurance Ability to treat and care for seniors and their property with dignity and respect Ability to communicate with clients in a friendly and congenial manner Entry Level Caregiver 

*This requirement varies by office.
 Each Home Instead Senior Care franchise is independently owned and operated.

 Apply now"
77147,2,1880820,33,"The Structural Engineer will serve as an internal consultant, from sales phase to project execution, for the steel constructions for Warehouse Automation and Parcel sortation projects in North America and Mexico. This role technically supports all assigned steel constructions, such as Platforms, Grating, Handrail, and Stairs. You are the intermediate between the project teams and external engineers/suppliers regarding steel Construction and reports to the Group Lead(s) Engineering.A: Serve as the Steel Specialist on medium to large and complex material handling projects.A: Prepare technical documentation and preliminary steel layouts for the requests for quotations (RFQ) taking into account clearances, clashes, and structural stability.A: Verify accuracy and completeness of all technical documentation required for the project.A: Provide competitive solutions for the steel construction and platforms for material handling systems while also considering impact on site.A: Serve as consultant for design of steel constructions according to local codes and regulations (seismic zones, deflection, etc.) and customer specification.A: Review project layouts, load and beam calculations, egress routes, stairs, step:overs from Engineer of Record for the project team and building architect.A: Prepare steel volume calculations and specifications, in conjunction with the Project Buyer Steel.A: Provide Rough Order Magnitudes (ROMs) for steel quantity and budget in particular cases.A: Continue to develop Product Data Book with all relevant information on the market of steel constructions/platforms/products to support sales, engineering, procurement, and project execution.A: Continue to develop Program of Requirements that meets VanderlandeA?s demand (in cooperation with sales, engineering, procurement, and project execution).A: Evaluate the quality of the executed steel construction and provide technical support during hand over of the project.A: Focus on process improvements (multi:disciplinary) and design optimization for all steel constructions.A: Responsible (technical scope, engineering planning, cost, and budget control) for the steel construction of large or complex projects.A: System and concept thinker that can translate details/specifications into a detailed system design.Basic Qualifications:A: Bachelors degree in Civil/Structural Engineering.A: Minimum 5 years of experience working with steel structures.A: Willing and able to travel 25.A: Must have thorough knowledge of ASCE, IBC, and OSHA. Preferred Qualifications:A: PE LicenseA: Proficient in AutoCAD 2D/3D.A: Experience supporting multiple departments and projects."
54350,2,1795162,31,"Job Description:/h3:

Position duties include:

 

Entry Level Marketing

Entry Level Event Promotions

Entry Level Advertising and Sales

 

PROOF is seeking a Promotional Events Associate for a consistently growing event marketing company providing marketing, advertising and consulting services to large national companies and corporations. This firm identifies and develops new streams of revenue for clients through on:site promotions, innovative marketing strategies and advertising campaigns with a personal touch. Every product campaign is executed uniquely for each clients researched target market.

 

As a result of recently taking on new clients to the event portfolio the marketing teams are looking for self:motivated individuals to assist in the marketing events and grow into a campaign management role to develop new clients. This position is considered to be a crucial member of the Promotional Events team and reports directly to the management.

 

Responsibilities:

 Assist the Promotions Team in developing and executing marketing strategies for each event

 Coordinate event activities including event setup, visual merchandising and inventory control

 Process, generate, and track event sales

 Coordinate event logistics, timelines and schedules

 Serve as Event Manager when necessary

 Serve as an enthusiastic member of the event staff and lead by example for interns

 

 

The promotional events training program uses a hands on approach that will challenge our team to learn marketing, advertising, sales, event processes and management. Senior management provides a setting that will broaden experiences while promoting self:confidence, accomplishment and maturity. In just a short amount of time, an entry:level candidate will have the opportunity to work with several difference clients as well as the management team.

 

 

We are looking for candidates with various backgrounds that have interests in:

 
Marketing/Advertising

 Management

 Communications

 Inventory Management

 Event Planning

 Cosmetic backgrounds

 Fashion experience"
17504,2,707531,28,"Hair Stylist : Clifton Park Ctr Location:Clifton Park, NY, United States:Clifton Park Ctr 22 Clifton Country Rd Ste 2 Job ID: Date:Today Job Description General Description HAIR STYLIST Job Description AtThe Salon by InStyle and jcp salon, we strive to unlock the potential of AmericaA?s top salon professionals, creating an unparalleled experience for our clients today, tomorrow and for life. Each and every day, we exude passion, integrity, teamwork, leadership, pride and respect We offercutting edge, industry:leading benefits: A: Flexible scheduling A: Set your own service pricing A: Up to 70 commission based on performance A: Benefits including a storewide associate discount, medical, dental, paid time off, and 401(k) A: Artistic paid training A: 10 retail commission with a service A: Up to 1,000 bonus for qualified candidates A: Client acquisition programs A: Diverse career paths For Master Designer level and above. Applicable for Sr. Designer level and above."
34111,2,1446427,27,"With a mantra ofEmpowering Human Potential,Hanger, Inc.is the worlds premier provider of orthotic and prosthetic (O and P) services and products, offering the most advanced O and P solutions, clinically differentiated programs and unsurpassed customer service.Hangers Patient Care segment is the largest owner and operator of O and P patient care clinics nationwide. Through its Products and Services segment, Hanger distributes branded and private label O and P devices, products and components, and provides rehabilitative solutions to the broader market.Built on the legacy of James Edward Hanger, the first amputee of the American Civil War, Hanger is steeped in 150 years of clinical excellence and innovation with a vision to be the partner of choice for products and services that enhance human physical capability.Collectively, Hanger employees touch thousands of lives each day, helping people achieve new levels of mobility and freedom. Hanger, Inc. is an equal opportunity employer : female/minority/disability/vet.The Certified Prosthetist/Orthotist is specifically trained and educated to independently provide or supervise the provision of comprehensive prosthetic and orthotic care. This includes patient assessment, formulation of a treatment plan, implementation of the treatment plan, follow:up and practice management. As a Clinic Manager, the Certified Prosthetist/Orthotist is also responsible for managing clinical operations of practice employees including practitioners, technicians and administrative staff to achieve financial and clinical goals. Essential Functions*:Manage practice operations to ensure achievement of daily, weekly and monthly goals for sales, revenues, cash and accounts receivable.Maintain quality assurance programs to ensure patient satisfaction with practice services.Coordinate sales and marketing plans to develop and enhance referral sources and expand revenue opportunities.Manage practice expenses and materials to meet or exceed budget projections.Ensure bloodborne pathogen, Occupational Safety and Health Administration (OSHA) requirements and other safety and governmental regulations are adhered to.Ensure that all employees abide by the policies and procedures outlined in the Hanger Compliance Program and Code of Professional and Business EthicsEnsure practice employees are provided with the resources and incentives to achieve the expectations of their position.Ensure accurate and complete documentation records are kept by all practitioners.Provide direct patient care service for the treatment of Orthotic and/or Prosthetic conditions as appropriate. * Subject to limitations imposed by state and/or local law. Additional Responsibilities:Performs other duties or special projects as assigned. Required Skills and Abilities:Strong interpersonal skills and supervisory skills.Strong understanding of financial and accounting petent knowledge of orthotics and/or prosthetics patient care management.Required to be proficient in Windows based office technologies (ex. Word, Excel).Physical Requirements:Ability to lift patients using biomedical techniques frequently throughout the course of a work day/shift; must be capable of easily lifting fifty (50) pounds of weight alone.Ability to walk, bend, stand, and reach constantly during a work day/shift.Visual acuity (near and distant) sufficient to maintain accurate records, recognize people, and understand written direction.Ability to speak and hear sufficiently to understand and give directions.Ability to push wheeled equipment throughout the facility.Fine motor skills adequate for scheduling and preparing patients, equipment, and supplies for treatment.Ability to participate in sustained activities for many hours in duration in accordance with state labor laws.A baccalaureate degree in orthotics and prosthetics, or the foreign equivalent, orCurrent board certification or board eligible in Prosthetics or Orthotics (i.e. American Board Certified (ABC)).Three to Five yearsA? experience in"
83736,2,1887409,27,"Job Description:

QUICK FACTS: Unit: / Location: SAN DIEGO, CA / Shift: Days / Est. Bring Home Per Week: 0.0000 / Duration: 13 / Start Date: 2018:02:17 / Hours Per Week: 36Next Travel Nursing is seeking an experienced RN for a travel nursing assignment in SAN DIEGO, CA. The ideal candidate will have a minimum of 2 years of current nursing experience. Requirements of the Traveling RN * Graduate from an accredited school of Nursing, BSN preferred * Minimum 2 years experience * Current CA state licensure * BCLS required * ACLS preferred * Other credentials may be required by our client facility Additional Assignment Information * Number of openings: 1 * Shift: Days * Estimated start date: 2018:02:17 * Assignment length: 13 * Hours per week: 36"
90200,2,1941129,31,"Summary
The Restaurant General Manager (RGM) has overall responsibility for managing daily operations of a single restaurant (10:45 employees) ensuring delivery on guest satisfaction, and ensuring desired restaurant outcomes (i.e., increased sales, profitability, and employee retention). The RGM leads the restaurant management team and oversees the financial controls, operations, people development, Guest service and BKC compliance within the restaurant across all shifts. An RGM should be able to work long and/or irregular shifts, including extra shifts, as needed, for proper functioning of the restaurant. This position is overseen by a District Manager (DM) and directly manages Team Members, Shift Coordinators and Assistant 
Managers. This position interacts with restaurant team members, restaurant management, DMs, customers, members of the field operations team and outside vendors.

Responsibilities
Directs efficient and accurate preparation and sale of products to maximize guest satisfaction
Ensures preventive maintenance of restaurant facility and equipment is completed in accordance with Company standards
Motivates and directs team members to exceed customer expectations with fast and friendly service in clean surroundings.
Provides coaching and feedback to Team Members, Shift Coordinators and Assistant Managers Assumes full responsibility for restaurant profit and loss management by implementing marketing strategies and following cash control/security procedures
Maintains inventory, manages labor, and applies financial reporting analysis to enhance restaurant results
Enforces compliance with government regulations, BKC Market Policy, employment laws, food safety, BKC Security
Policy, operations, and BKC policies and procedures relating to all restaurant activities across shifts.
Leads restaurant management team in recruiting, selecting, hiring and retaining effective team talent
Available to work evenings, weekends and holidays
Prompt and regular attendance for assigned shifts, meetings and training

Minimum Qualifications:
Must be at least eighteen (18) years of age*
High School Diploma or GED required, 2 years of college preferred
Complete all internal certification programs
1:2 years of restaurant management experience
Strong understanding of P and L interpretation and management to influence profitability
Ability to prioritize and organize own and others work and time to meet deadlines and objectives
English Language Preferred
Willingness to Travel Preferred

*Age may vary depending on state.
Note that the responsibilities and qualifications listed above are for positions at restaurants owned or operated by Burger King Corporation. Job descriptions, compensation, benefits and other employment terms and conditions applicable to positions at independent franchised BURGER KING(R) Restaurants will vary and are determined solely by the Franchisee."
94021,2,1944950,29,"Job Title
Media Supervisor
Department 
Digital
Location
New York
Objectives of the Role: 
The Media Supervisor is responsible for managing all day:to:day digital media planning/client service activity for assigned accounts.
The Media Supervisor provides planning recommendations and offers resourceful problem:solving, both internally and externally, while developing and maintaining strong client relationships.
Business Responsibilities: 
Develop, execute, and present media plans from inception to completion
Interface with clients, internal departments, and web publishers on a daily basis to manage online media buys in coordination with Trading partner
Manage buy stewardship in conjunction with Trading partner, analyze campaigns, and recommend strategic and tactical changes to maximize campaign performance
Manage client requests (i.e., plan changes, budget changes, market place information)
Continually seek a consumer:centric view in all strategic thinking
Coordinate with internal partners to create a holistic view of the business
Create a weekly written analysis of media performance
Build a comprehensive media knowledge base and synthesize information into ideas
Vigorously review all work to ensure high quality standard
Lead and manage the budget and client billing process to ensure accuracy
Other responsibilities as assigned
People Responsibilities: 
Lead by example while motivating and coaching a team of Planners and/or Assistants
Foster a good working relationship across all client teams to facilitate flawless execution of plans
Ability to work in a team environment that promotes collaboration
Adept at communicating effectively across all levels
Capable of working successfully within a team as well as independently
Able to establish and maintain effective relationships interdepartmentally as well as those outside the team
Skills and Behaviors:
Able to work successfully with teams, handling multiple projects and meeting tight deadlines under pressure
Demonstrated critical thinking and problem solving abilities
Strong analytical abilities and quantitative skills, including math proficiency
Complete knowledge of all digital Media, Search, SEO, SMM, Mobile, etc.
Solid understanding of the principles of marketing and advertising, as well as an understanding of media concepts and terms, creative and budget requirements
Must possess strong written, presentation and verbal skills
Technical proficiency with MS Excel, Word and PowerPoint
Qualifications and Other Relevant Information: 
BachelorA?s degree preferred
4+ years related experience
EOE/M/F/D/V"
9185,2,433822,21,"Heat:Pipe Technology, Inc. in Tampa Florida seeks R and D Mechanical
Engineer to identify and conduct research and development projects
relative to technology development on air:to:air heat exchanger
technologies. Provide technical guidance to Product Engineering,
Production and Sales and assist in building HPTs core technical
knowledge, innovation of new products and actively participate in
relevant Industry Associations. Applicants must possess a Ph.D in
Mechanical Engineering with competency to design, run and modify
wind tunnel and/or energy recover testing equip. Knowledge gained
through experience, specialized training or university lab work or
combo thereof. Qualified applicants only please Apply below now: 

We are an equal opportunity employer and all qualified
applicants will receive consideration for employment without regard
to race, color, religion, sex, sexual orientation, gender identity,
national origin, disability status, protected veteran status, or
any other characteristic protected by law."
